site name,site id,ccamlr region,Longitude EPSG:4326,Latitude EPSG:4326,common name,day,month,year,season starting,count,accuracy,count type,vantage,reference,notes
Cape Shirreff,SHIR,48.1,-60.7874,-62.4575,chinstrap penguin,30,11,1999,1999,7744,1,nests,ground,"<strong>Antarctic Ecosystem Research Group, </strong><i> 2001a</i>. AMLR 1999/2000 Field Season Report: Objectives, accomplishments and tentative conclusions. Technical report, National Oceanic & Atmospheric Administration, La Jolla, United States. ",None
Cape Shirreff,SHIR,48.1,-60.7874,-62.4575,gentoo penguin,4,2,2000,1999,1159,1,chicks,ground,"<strong>Antarctic Ecosystem Research Group, </strong><i> 2001a</i>. AMLR 1999/2000 Field Season Report: Objectives, accomplishments and tentative conclusions. Technical report, National Oceanic & Atmospheric Administration, La Jolla, United States. ",None
Cape Shirreff,SHIR,48.1,-60.7874,-62.4575,gentoo penguin,26,11,1999,1999,922,1,nests,ground,"<strong>Antarctic Ecosystem Research Group, </strong><i> 2001a</i>. AMLR 1999/2000 Field Season Report: Objectives, accomplishments and tentative conclusions. Technical report, National Oceanic & Atmospheric Administration, La Jolla, United States. ",None
Cape Shirreff,SHIR,48.1,-60.7874,-62.4575,chinstrap penguin,5,2,2001,2000,9744,1,chicks,ground,"<strong>Antarctic Ecosystem Research Group, </strong><i> 2001b</i>. AMLR 2000/2001 Field Season Report: Objectives, accomplishments and tentative conclusions. Technical report, National Oceanic & Atmospheric Administration, La Jolla, United States. ",None
Cape Shirreff,SHIR,48.1,-60.7874,-62.4575,chinstrap penguin,3,12,2000,2000,7212,1,nests,ground,"<strong>Antarctic Ecosystem Research Group, </strong><i> 2001b</i>. AMLR 2000/2001 Field Season Report: Objectives, accomplishments and tentative conclusions. Technical report, National Oceanic & Atmospheric Administration, La Jolla, United States. ",None
Cape Shirreff,SHIR,48.1,-60.7874,-62.4575,gentoo penguin,25,1,2001,2000,1298,1,chicks,ground,"<strong>Antarctic Ecosystem Research Group, </strong><i> 2001b</i>. AMLR 2000/2001 Field Season Report: Objectives, accomplishments and tentative conclusions. Technical report, National Oceanic & Atmospheric Administration, La Jolla, United States. ",None
Cape Shirreff,SHIR,48.1,-60.7874,-62.4575,gentoo penguin,27,11,2000,2000,1043,1,nests,ground,"<strong>Antarctic Ecosystem Research Group, </strong><i> 2001b</i>. AMLR 2000/2001 Field Season Report: Objectives, accomplishments and tentative conclusions. Technical report, National Oceanic & Atmospheric Administration, La Jolla, United States. ",None
Cape Shirreff,SHIR,48.1,-60.7874,-62.4575,chinstrap penguin,8,2,2002,2001,7432,1,chicks,ground,"<strong>Antarctic Ecosystem Research Group, </strong><i> 2003a</i>. AMLR 2001/2002 Field Season Report: Objectives, accomplishments and tentative conclusions. Technical report, National Oceanic & Atmospheric Administration, La Jolla, United States. ",None
Cape Shirreff,SHIR,48.1,-60.7874,-62.4575,chinstrap penguin,30,11,2001,2001,6606,1,nests,ground,"<strong>Antarctic Ecosystem Research Group, </strong><i> 2003a</i>. AMLR 2001/2002 Field Season Report: Objectives, accomplishments and tentative conclusions. Technical report, National Oceanic & Atmospheric Administration, La Jolla, United States. ",None
Cape Shirreff,SHIR,48.1,-60.7874,-62.4575,gentoo penguin,27,1,2002,2001,1061,1,chicks,ground,"<strong>Antarctic Ecosystem Research Group, </strong><i> 2003a</i>. AMLR 2001/2002 Field Season Report: Objectives, accomplishments and tentative conclusions. Technical report, National Oceanic & Atmospheric Administration, La Jolla, United States. ",None
Cape Shirreff,SHIR,48.1,-60.7874,-62.4575,gentoo penguin,23,11,2001,2001,907,1,nests,ground,"<strong>Antarctic Ecosystem Research Group, </strong><i> 2003a</i>. AMLR 2001/2002 Field Season Report: Objectives, accomplishments and tentative conclusions. Technical report, National Oceanic & Atmospheric Administration, La Jolla, United States. ",None
Cape Shirreff,SHIR,48.1,-60.7874,-62.4575,chinstrap penguin,5,2,2003,2002,4420,1,chicks,ground,"<strong>Antarctic Ecosystem Research Group, </strong><i> 2003b</i>. AMLR 2002/2003 Field Season Report: Objectives, accomplishments and tentative conclusions. Technical report, National Oceanic & Atmospheric Administration, La Jolla, United States. ",None
Cape Shirreff,SHIR,48.1,-60.7874,-62.4575,chinstrap penguin,28,11,2002,2002,5868,1,nests,ground,"<strong>Antarctic Ecosystem Research Group, </strong><i> 2003b</i>. AMLR 2002/2003 Field Season Report: Objectives, accomplishments and tentative conclusions. Technical report, National Oceanic & Atmospheric Administration, La Jolla, United States. ",None
Cape Shirreff,SHIR,48.1,-60.7874,-62.4575,chinstrap penguin,2,2,2004,2003,5619,1,chicks,ground,"<strong>Antarctic Ecosystem Research Group, </strong><i> 2004</i>. AMLR 2003/2004 Field Season Report: Objectives, accomplishments and tentative conclusions. Technical report, National Oceanic & Atmospheric Administration, La Jolla, United States. ",None
Cape Shirreff,SHIR,48.1,-60.7874,-62.4575,chinstrap penguin,29,11,2003,2003,5636,1,nests,ground,"<strong>Antarctic Ecosystem Research Group, </strong><i> 2004</i>. AMLR 2003/2004 Field Season Report: Objectives, accomplishments and tentative conclusions. Technical report, National Oceanic & Atmospheric Administration, La Jolla, United States. ",None
Cape Shirreff,SHIR,48.1,-60.7874,-62.4575,gentoo penguin,4,2,2004,2003,916,1,chicks,ground,"<strong>Antarctic Ecosystem Research Group, </strong><i> 2004</i>. AMLR 2003/2004 Field Season Report: Objectives, accomplishments and tentative conclusions. Technical report, National Oceanic & Atmospheric Administration, La Jolla, United States. ",None
Cape Shirreff,SHIR,48.1,-60.7874,-62.4575,gentoo penguin,4,12,2003,2003,751,1,nests,ground,"<strong>Antarctic Ecosystem Research Group, </strong><i> 2004</i>. AMLR 2003/2004 Field Season Report: Objectives, accomplishments and tentative conclusions. Technical report, National Oceanic & Atmospheric Administration, La Jolla, United States. ",None
Cape Shirreff,SHIR,48.1,-60.7874,-62.4575,chinstrap penguin,8,2,2005,2004,4323,1,chicks,ground,"<strong>Antarctic Ecosystem Research Group, </strong><i> 2005</i>. AMLR 2004/2005 Field Season Report: Objectives, accomplishments and tentative conclusions. Technical report, National Oceanic & Atmospheric Administration, La Jolla, United States. ",None
Cape Shirreff,SHIR,48.1,-60.7874,-62.4575,chinstrap penguin,2,12,2004,2004,4907,1,nests,ground,"<strong>Antarctic Ecosystem Research Group, </strong><i> 2005</i>. AMLR 2004/2005 Field Season Report: Objectives, accomplishments and tentative conclusions. Technical report, National Oceanic & Atmospheric Administration, La Jolla, United States. ",None
Cape Shirreff,SHIR,48.1,-60.7874,-62.4575,gentoo penguin,3,2,2005,2004,933,1,chicks,ground,"<strong>Antarctic Ecosystem Research Group, </strong><i> 2005</i>. AMLR 2004/2005 Field Season Report: Objectives, accomplishments and tentative conclusions. Technical report, National Oceanic & Atmospheric Administration, La Jolla, United States. ",None
Cape Shirreff,SHIR,48.1,-60.7874,-62.4575,gentoo penguin,1,12,2004,2004,818,1,nests,ground,"<strong>Antarctic Ecosystem Research Group, </strong><i> 2005</i>. AMLR 2004/2005 Field Season Report: Objectives, accomplishments and tentative conclusions. Technical report, National Oceanic & Atmospheric Administration, La Jolla, United States. ",None
Cape Shirreff,SHIR,48.1,-60.7874,-62.4575,chinstrap penguin,10,2,2006,2005,5247,1,chicks,ground,"<strong>Antarctic Ecosystem Research Group, </strong><i> 2006</i>. AMLR 2005/2006 Field Season Report: Objectives, accomplishments and tentative conclusions. Technical report, National Oceanic & Atmospheric Administration, La Jolla, United States. ",None
Cape Shirreff,SHIR,48.1,-60.7874,-62.4575,chinstrap penguin,25,11,2005,2005,4849,1,nests,ground,"<strong>Antarctic Ecosystem Research Group, </strong><i> 2006</i>. AMLR 2005/2006 Field Season Report: Objectives, accomplishments and tentative conclusions. Technical report, National Oceanic & Atmospheric Administration, La Jolla, United States. ",None
Cape Shirreff,SHIR,48.1,-60.7874,-62.4575,gentoo penguin,26,1,2006,2005,1158,1,chicks,ground,"<strong>Antarctic Ecosystem Research Group, </strong><i> 2006</i>. AMLR 2005/2006 Field Season Report: Objectives, accomplishments and tentative conclusions. Technical report, National Oceanic & Atmospheric Administration, La Jolla, United States. ",None
Cape Shirreff,SHIR,48.1,-60.7874,-62.4575,gentoo penguin,17,11,2005,2005,807,1,nests,ground,"<strong>Antarctic Ecosystem Research Group, </strong><i> 2006</i>. AMLR 2005/2006 Field Season Report: Objectives, accomplishments and tentative conclusions. Technical report, National Oceanic & Atmospheric Administration, La Jolla, United States. ",None
Cape Shirreff,SHIR,48.1,-60.7874,-62.4575,chinstrap penguin,4,2,2007,2006,5299,1,chicks,ground,"<strong>Antarctic Ecosystem Research Group, </strong><i> 2007</i>. AMLR 2006/2007 Field Season Report: Objectives, accomplishments and tentative conclusions. Technical report, National Oceanic & Atmospheric Administration, La Jolla, United States. ",None
Cape Shirreff,SHIR,48.1,-60.7874,-62.4575,chinstrap penguin,25,11,2006,2006,4544,1,nests,ground,"<strong>Antarctic Ecosystem Research Group, </strong><i> 2007</i>. AMLR 2006/2007 Field Season Report: Objectives, accomplishments and tentative conclusions. Technical report, National Oceanic & Atmospheric Administration, La Jolla, United States. ",None
Cape Shirreff,SHIR,48.1,-60.7874,-62.4575,gentoo penguin,13,1,2007,2006,956,1,chicks,ground,"<strong>Antarctic Ecosystem Research Group, </strong><i> 2007</i>. AMLR 2006/2007 Field Season Report: Objectives, accomplishments and tentative conclusions. Technical report, National Oceanic & Atmospheric Administration, La Jolla, United States. ",None
Cape Shirreff,SHIR,48.1,-60.7874,-62.4575,gentoo penguin,13,11,2006,2006,781,1,nests,ground,"<strong>Antarctic Ecosystem Research Group, </strong><i> 2007</i>. AMLR 2006/2007 Field Season Report: Objectives, accomplishments and tentative conclusions. Technical report, National Oceanic & Atmospheric Administration, La Jolla, United States. ",None
Cape Shirreff,SHIR,48.1,-60.7874,-62.4575,chinstrap penguin,12,2,2008,2007,1135,1,chicks,ground,"<strong>Antarctic Ecosystem Research Group, </strong><i> 2008</i>. AMLR 2007/2008 Field Season Report: Objectives, accomplishments and tentative conclusions. Technical report, National Oceanic & Atmospheric Administration, La Jolla, United States. ",None
Cape Shirreff,SHIR,48.1,-60.7874,-62.4575,chinstrap penguin,1,12,2007,2007,3032,1,nests,ground,"<strong>Antarctic Ecosystem Research Group, </strong><i> 2008</i>. AMLR 2007/2008 Field Season Report: Objectives, accomplishments and tentative conclusions. Technical report, National Oceanic & Atmospheric Administration, La Jolla, United States. ",None
Cape Shirreff,SHIR,48.1,-60.7874,-62.4575,gentoo penguin,19,2,2008,2007,544,1,chicks,ground,"<strong>Antarctic Ecosystem Research Group, </strong><i> 2008</i>. AMLR 2007/2008 Field Season Report: Objectives, accomplishments and tentative conclusions. Technical report, National Oceanic & Atmospheric Administration, La Jolla, United States. ",None
Cape Shirreff,SHIR,48.1,-60.7874,-62.4575,gentoo penguin,10,12,2007,2007,610,1,nests,ground,"<strong>Antarctic Ecosystem Research Group, </strong><i> 2008</i>. AMLR 2007/2008 Field Season Report: Objectives, accomplishments and tentative conclusions. Technical report, National Oceanic & Atmospheric Administration, La Jolla, United States. ",None
Cape Shirreff,SHIR,48.1,-60.7874,-62.4575,chinstrap penguin,6,2,2009,2008,4332,1,chicks,ground,"<strong>Antarctic Ecosystem Research Group, </strong><i> 2009</i>. AMLR 2008/2009 Field Season Report: Objectives, accomplishments and tentative conclusions. Technical report, National Oceanic & Atmospheric Administration, La Jolla, United States. ",None
Cape Shirreff,SHIR,48.1,-60.7874,-62.4575,chinstrap penguin,29,11,2008,2008,4026,1,nests,ground,"<strong>Antarctic Ecosystem Research Group, </strong><i> 2009</i>. AMLR 2008/2009 Field Season Report: Objectives, accomplishments and tentative conclusions. Technical report, National Oceanic & Atmospheric Administration, La Jolla, United States. ",None
Cape Shirreff,SHIR,48.1,-60.7874,-62.4575,gentoo penguin,20,1,2009,2008,1010,1,chicks,ground,"<strong>Antarctic Ecosystem Research Group, </strong><i> 2009</i>. AMLR 2008/2009 Field Season Report: Objectives, accomplishments and tentative conclusions. Technical report, National Oceanic & Atmospheric Administration, La Jolla, United States. ",None
Cape Shirreff,SHIR,48.1,-60.7874,-62.4575,gentoo penguin,12,11,2008,2008,879,1,nests,ground,"<strong>Antarctic Ecosystem Research Group, </strong><i> 2009</i>. AMLR 2008/2009 Field Season Report: Objectives, accomplishments and tentative conclusions. Technical report, National Oceanic & Atmospheric Administration, La Jolla, United States. ",None
Cape Shirreff,SHIR,48.1,-60.7874,-62.4575,chinstrap penguin,8,2,2010,2009,3762,1,chicks,ground,"<strong>Antarctic Ecosystem Research Group, </strong><i> 2011</i>. AMLR 2009/2010 Field Season Report: Objectives, accomplishments and tentative conclusions. Technical report, National Oceanic & Atmospheric Administration, La Jolla, United States. ",None
Cape Shirreff,SHIR,48.1,-60.7874,-62.4575,chinstrap penguin,30,11,2009,2009,4339,1,nests,ground,"<strong>Antarctic Ecosystem Research Group, </strong><i> 2011</i>. AMLR 2009/2010 Field Season Report: Objectives, accomplishments and tentative conclusions. Technical report, National Oceanic & Atmospheric Administration, La Jolla, United States. ",None
Cape Shirreff,SHIR,48.1,-60.7874,-62.4575,gentoo penguin,10,2,2010,2009,916,1,chicks,ground,"<strong>Antarctic Ecosystem Research Group, </strong><i> 2011</i>. AMLR 2009/2010 Field Season Report: Objectives, accomplishments and tentative conclusions. Technical report, National Oceanic & Atmospheric Administration, La Jolla, United States. ",None
Cape Shirreff,SHIR,48.1,-60.7874,-62.4575,gentoo penguin,5,12,2009,2009,802,1,nests,ground,"<strong>Antarctic Ecosystem Research Group, </strong><i> 2011</i>. AMLR 2009/2010 Field Season Report: Objectives, accomplishments and tentative conclusions. Technical report, National Oceanic & Atmospheric Administration, La Jolla, United States. ",None
Cape Shirreff,SHIR,48.1,-60.7874,-62.4575,chinstrap penguin,8,2,2011,2010,4303,1,chicks,ground,"<strong>Antarctic Ecosystem Research Group, </strong><i> 2014c</i>. AMLR 2010-2011 Field Season Report. Technical report, National Oceanic & Atmospheric Administration, La Jolla, United States. ",None
Cape Shirreff,SHIR,48.1,-60.7874,-62.4575,chinstrap penguin,27,11,2010,2010,4127,1,nests,ground,"<strong>Antarctic Ecosystem Research Group, </strong><i> 2014c</i>. AMLR 2010-2011 Field Season Report. Technical report, National Oceanic & Atmospheric Administration, La Jolla, United States. ",None
Cape Shirreff,SHIR,48.1,-60.7874,-62.4575,gentoo penguin,25,1,2011,2010,906,1,chicks,ground,"<strong>Antarctic Ecosystem Research Group, </strong><i> 2014c</i>. AMLR 2010-2011 Field Season Report. Technical report, National Oceanic & Atmospheric Administration, La Jolla, United States. ",None
Cape Shirreff,SHIR,48.1,-60.7874,-62.4575,gentoo penguin,18,11,2010,2010,834,1,nests,ground,"<strong>Antarctic Ecosystem Research Group, </strong><i> 2014c</i>. AMLR 2010-2011 Field Season Report. Technical report, National Oceanic & Atmospheric Administration, La Jolla, United States. ",None
Skottsberg Point,SKOT,48.1,-60.8089,-63.9205,gentoo penguin,22,1,1987,1986,300,1,nests,ground,"<strong>Poncet, S. and J. Poncet, </strong><i> 1987</i>. Censuses of penguin populations of the Antarctic Peninsula 1983-1987. British Antarctic Survey Bulletin 77:109- 129.",None
Skottsberg Point,SKOT,48.1,-60.8089,-63.9205,gentoo penguin,1,2,2009,2008,190,1,chicks,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Skottsberg Point,SKOT,48.1,-60.8089,-63.9205,gentoo penguin,10,1,2013,2012,398,1,nests,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Skottsberg Point,SKOT,48.1,-60.8089,-63.9205,gentoo penguin,3,12,2012,2012,237,1,nests,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Skottsberg Point,SKOT,48.1,-60.8089,-63.9205,gentoo penguin,14,12,2012,2012,227,1,nests,ground,"<strong>Lynch, H. J., R. Naveen, and P. Casanovas, </strong><i> 2013</i>. Antarctic Site Inventory breeding bird survey data, 1994-2013: Ecological Archives E094-243. Ecology 94:2653-2653.",None
Skottsberg Point,SKOT,48.1,-60.8089,-63.9205,gentoo penguin,16,12,2013,2013,371,1,nests,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
Skottsberg Point,SKOT,48.1,-60.8089,-63.9205,gentoo penguin,17,1,2015,2014,335,1,nests,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
Skottsberg Point,SKOT,48.1,-60.8089,-63.9205,gentoo penguin,16,12,2014,2014,373,1,nests,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
Skottsberg Point,SKOT,48.1,-60.8089,-63.9205,gentoo penguin,17,1,2016,2015,365,1,nests,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
Skottsberg Point,SKOT,48.1,-60.8089,-63.9205,gentoo penguin,26,2,2016,2015,239,1,chicks,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
Skottsberg Point,SKOT,48.1,-60.8089,-63.9205,gentoo penguin,5,12,2015,2015,398,1,nests,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
Skottsberg Point,SKOT,48.1,-60.8089,-63.9205,gentoo penguin,10,12,2016,2016,482,1,nests,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
Skottsberg Point,SKOT,48.1,-60.8089,-63.9205,gentoo penguin,10,12,2017,2017,444,1,nests,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
Skottsberg Point,SKOT,48.1,-60.8089,-63.9205,gentoo penguin,24,12,2017,2017,382,1,nests,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
Skottsberg Point,SKOT,48.1,-60.8089,-63.9205,gentoo penguin,7,1,2019,2018,292,1,nests,ground,"<strong>Lynch, H. J., </strong><i> ????a</i>. Antarctic Site Inventory. dataset.",None
Spigot Peak Point,SPIP,48.1,-62.558,-64.625,chinstrap penguin,8,1,1993,1992,206,1,nests,ground,"<strong>Aguirre, C. A. and J. M. Acero,</strong><i> 1995</i>. Distribution and abundance of birds in the Errera Channel, Antarctic Peninsula, during the 1992/93 breeding season. Marine Ornithology 23:129-134. ",None
